manufacturer,model_name,category,screen_size,screen,ram,storage,operating_system,operating_system_version,weight,price,cpu_brand,cpu_speed,cpu_name,gpu_brand,gpu_name,screen_type
Dell,Latitude 5480,Notebook,"14.0""",1366x768,4GB,500GB HDD,Windows,10,1.6,875.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
Apple,MacBook Air,Ultrabook,"11.6""",1366x768,4GB,256GB Flash Storage,Mac OS,X,1.08,959.0,Intel,1.6,Core i5 ,Intel,HD Graphics 6000,Not Touchscreen
HP,255 G6,Notebook,"15.6""",1366x768,4GB,500GB HDD,Windows,10,1.86,399.0,AMD,2.5,A6-Series 9220 ,AMD,Radeon R4 Graphics,Not Touchscreen
Asus,X541NA-GO020T (N3350/4GB/1TB/W10),Notebook,"15.6""",1366x768,4GB,1TB HDD,Windows,10,2.0,339.0,Intel,1.1,Celeron Dual Core N3350 ,Intel,HD Graphics 500,Not Touchscreen
Lenovo,Yoga 500-14IBD,2 in 1 Convertible,"14.0""",Full HD / Touchscreen 1920x1080,4GB,128GB SSD,Windows,10,1.8,833.01,Intel,2.3,Core i5 6200U ,Intel,HD Graphics 520,Touchscreen
Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Notebook,"15.6""",1366x768,4GB,500GB HDD,Windows,10,2.2,720.32,Intel,2.5,Core i7 6500U ,Nvidia,GeForce 920M,Not Touchscreen
Lenovo,Yoga 500-14ISK,2 in 1 Convertible,"14.0""",IPS Panel Full HD / Touchscreen 1920x1080,4GB,128GB SSD,Windows,10,1.8,638.0,Intel,2.5,Core i7 6500U ,Intel,HD Graphics 520,Touchscreen
Dell,Inspiron 3552,Notebook,"15.6""",1366x768,4GB,500GB HDD,Windows,10,2.2,443.99,Intel,1.6,Pentium Quad Core N3700 ,Intel,HD Graphics,Not Touchscreen
Asus,X540SA-RBPDN09 (N3710/4GB/1TB/W10),Notebook,"15.6""",1366x768,4GB,1TB HDD,Windows,10,2.65,309.0,Intel,1.6,Pentium Quad Core N3710 ,Intel,HD Graphics 405,Not Touchscreen
Dell,Inspiron 5578,2 in 1 Convertible,"15.0""",Full HD / Touchscreen 1920x1080,4GB,500GB HDD,Windows,10,2.08,509.0,Intel,2.4,Core i3 7100U ,Intel,HD Graphics 620,Touchscreen
Asus,X553SA-XX021T (N3050/4GB/500GB/W10),Notebook,"15.6""",1366x768,4GB,500GB HDD,Windows,10,2.2,369.0,Intel,1.6,Celeron Dual Core N3050 ,Intel,HD Graphics,Not Touchscreen
Asus,UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10),Notebook,"14.0""",Full HD 1920x1080,4GB,256GB SSD,Windows,10,2.0,769.0,Intel,2.4,Core i3 7100U ,Intel,HD Graphics 620,Not Touchscreen
Lenovo,B51-80 (i7-6500U/4GB/1008GB/FHD/W7),Notebook,"15.6""",Full HD 1920x1080,4GB,1TB Hybrid,Windows,7,2.32,825.0,Intel,2.5,Core i7 6500U ,Intel,HD Graphics 520,Not Touchscreen
HP,ProBook 450,Notebook,"15.6""",1366x768,4GB,500GB HDD,Windows,10,2.07,650.0,Intel,2.3,Core i3 6100U ,Intel,HD Graphics 520,Not Touchscreen
Acer,Aspire E5-576G,Notebook,"15.6""",Full HD 1920x1080,4GB,256GB SSD,Windows,10,2.23,691.0,Intel,2.5,Core i5 7200U ,Nvidia,GeForce 940MX,Not Touchscreen
HP,250 G6,Notebook,"15.6""",1366x768,4GB,500GB HDD,Windows,10,1.86,485.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
Dell,Inspiron 5567,Notebook,"15.6""",1366x768,4GB,128GB SSD,Windows,10,2.3,499.0,Intel,2.0,Core i3 6006U ,AMD,Radeon R7 M440,Not Touchscreen
Lenovo,IdeaPad 320-15AST,Notebook,"15.6""",1366x768,4GB,500GB HDD,Windows,10,2.2,299.0,AMD,2.2,E-Series 9000 ,AMD,Radeon R2 Graphics,Not Touchscreen
HP,15-bw002nv (A6-9220/4GB/256GB/Radeon,Notebook,"15.6""",Full HD 1920x1080,4GB,256GB SSD,Windows,10,1.91,478.89,AMD,2.5,A6-Series A6-9220 ,AMD,Radeon 520,Not Touchscreen
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,"15.6""",IPS Panel Full HD / Touchscreen 1920x1080,4GB,256GB SSD,Windows,10,1.8,847.0,Intel,2.5,Core i7 6500U ,Intel,HD Graphics 520,Touchscreen
HP,ProBook 450,Notebook,"15.6""",1366x768,4GB,500GB HDD,Windows,10,2.04,742.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
HP,ProBook 440,Notebook,"14.0""",1366x768,4GB,256GB SSD,Windows,10,1.64,973.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
HP,Pavilion x360,2 in 1 Convertible,"15.6""",Touchscreen 1366x768,4GB,500GB HDD,Windows,10,2.3,684.8,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Touchscreen
Asus,VivoBook L402NA,Notebook,"14.1""",1366x768,4GB,32GB Flash Storage,Windows,10,1.65,348.0,Intel,1.1,Celeron Dual Core N3350 ,Intel,HD Graphics 500,Not Touchscreen
Dell,Inspiron 3552,Notebook,"15.6""",1366x768,4GB,500GB HDD,Windows,10,2.2,369.0,Intel,1.6,Pentium Quad Core N3710 ,Intel,HD Graphics,Not Touchscreen
HP,EliteBook x360,2 in 1 Convertible,"13.3""",Full HD / Touchscreen 1920x1080,4GB,256GB SSD,Windows,10,1.28,1799.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Touchscreen
HP,EliteBook x360,2 in 1 Convertible,"13.3""",Full HD / Touchscreen 1920x1080,4GB,256GB SSD,Windows,10,1.28,1700.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Touchscreen
Lenovo,IdeaPad 110-17ACL,Notebook,"17.3""",1600x900,4GB,500GB HDD,Windows,10,2.8,379.0,AMD,2.2,A4-Series 7210 ,AMD,Radeon R3,Not Touchscreen
Dell,Vostro 3568,Notebook,"15.6""",1366x768,4GB,1TB HDD,Windows,10,2.18,614.0,Intel,2.0,Core i3 6006U ,AMD,Radeon R5 M420X,Not Touchscreen
Acer,Aspire E5-575,Notebook,"15.6""",Full HD 1920x1080,4GB,1TB HDD,Windows,10,2.4,499.0,Intel,2.4,Core i3 7100U ,Intel,HD Graphics 620,Not Touchscreen
Lenovo,ThinkPad 13,Notebook,"13.3""",Full HD 1920x1080,4GB,128GB SSD,Windows,10,1.44,881.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
Dell,Vostro 3568,Notebook,"15.6""",1366x768,4GB,1TB HDD,Windows,10,2.18,684.99,Intel,2.5,Core i5 7200U ,AMD,Radeon R5 M420,Not Touchscreen
Dell,Latitude 3580,Notebook,"15.6""",1366x768,4GB,500GB HDD,Windows,10,1.95,729.9,Intel,2.3,Core i5 6200U ,Intel,HD Graphics 520,Not Touchscreen
HP,Probook 640,Notebook,"14.0""",Full HD 1920x1080,4GB,128GB SSD,Windows,10,1.95,1265.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
HP,ProBook 450,Notebook,"15.6""",Full HD 1920x1080,4GB,256GB SSD,Windows,10,2.04,839.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
Dell,Vostro 5568,Notebook,"15.6""",Full HD 1920x1080,4GB,128GB SSD +  1TB HDD,Windows,10,2.18,912.5,Intel,2.5,Core i5 7200U ,Nvidia,GeForce 940MX,Not Touchscreen
Toshiba,Satellite Pro,Notebook,"14.0""",1366x768,4GB,128GB SSD,Windows,10,1.75,499.0,Intel,2.1,Pentium Dual Core 4405U ,Intel,HD Graphics 510,Not Touchscreen
Toshiba,Satellite Pro,Notebook,"15.6""",1366x768,4GB,500GB HDD,Windows,10,2.0,669.0,Intel,2.4,Core i3 7100U ,Intel,HD Graphics 620,Not Touchscreen
Dell,Vostro 3568,Notebook,"15.6""",Full HD 1920x1080,4GB,256GB SSD,Windows,10,2.18,739.0,Intel,2.7,Core i7 7500U ,AMD,Radeon R5 M420,Not Touchscreen
Asus,X541NA (N4200/4GB/1TB/W10),Notebook,"15.6""",1366x768,4GB,1TB HDD,Windows,10,2.0,449.0,Intel,1.1,Pentium Quad Core N4200 ,Intel,HD Graphics 505,Not Touchscreen
Toshiba,Portege X30-D-10X,Notebook,"13.3""",Full HD 1920x1080,4GB,128GB SSD,Windows,10,1.05,1285.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
HP,Probook 450,Notebook,"15.6""",Full HD 1920x1080,4GB,500GB HDD,Windows,10,2.07,910.0,Intel,2.3,Core i5 6200U ,Intel,HD Graphics 520,Not Touchscreen
Lenovo,ThinkPad L570,Notebook,"15.6""",1366x768,4GB,500GB HDD,Windows,10,2.38,1055.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
Lenovo,Thinkpad 13,Notebook,"13.3""",IPS Panel Full HD 1920x1080,4GB,1GB SSD,Windows,10,1.44,735.0,Intel,2.4,Core i3 7100U ,Intel,HD Graphics 620,Not Touchscreen
Dell,Vostro 3568,Notebook,"15.6""",1366x768,4GB,1TB HDD,Windows,10,2.18,708.06,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
HP,ProBook 640,Notebook,"14.0""",1366x768,4GB,500GB HDD,Windows,10,1.95,1149.0,Intel,2.3,Core i5 6200U ,Intel,HD Graphics 520,Not Touchscreen
Lenovo,IdeaPad 320-15IAP,Notebook,"15.6""",1366x768,4GB,1TB HDD,Windows,10,2.2,309.0,Intel,1.1,Pentium Quad Core N4200 ,Intel,HD Graphics 505,Not Touchscreen
HP,EliteBook 820,Ultrabook,"12.5""",Full HD 1920x1080,4GB,500GB HDD,Windows,10,1.26,1579.0,Intel,2.3,Core i5 6200U ,Intel,HD Graphics 520,Not Touchscreen
Acer,Aspire ES1-533,Notebook,"15.6""",1366x768,4GB,500GB HDD,Windows,10,2.4,380.0,Intel,1.1,Pentium Quad Core N4200 ,Intel,HD Graphics 505,Not Touchscreen
Dell,Vostro 3568,Notebook,"15.6""",1366x768,4GB,128GB SSD,Windows,10,2.18,547.0,Intel,2.4,Core i3 7100U ,Intel,HD Graphics 620,Not Touchscreen
HP,Probook 440,Notebook,"14.0""",1366x768,4GB,500GB HDD,Windows,10,1.64,779.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
Toshiba,Portege Z30-C-16H,Notebook,"13.3""",Full HD 1920x1080,4GB,128GB SSD,Windows,10,1.2,1195.0,Intel,2.3,Core i5 6200U ,Intel,HD Graphics 520,Not Touchscreen
HP,EliteBook 840,Notebook,"14.0""",1366x768,4GB,256GB SSD,Windows,10,1.48,1099.99,Intel,2.4,Core i5 6300U ,Intel,HD Graphics 520,Not Touchscreen
HP,ProBook 640,Notebook,"14.0""",Full HD 1920x1080,4GB,256GB SSD,Windows,10,1.95,1205.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
HP,Probook 440,Notebook,"14.0""",1366x768,4GB,500GB HDD,Windows,10,1.64,684.0,Intel,2.4,Core i3 7100U ,Intel,HD Graphics 620,Not Touchscreen
HP,EliteBook 820,Ultrabook,"12.5""",Full HD 1920x1080,4GB,500GB HDD,Windows,10,1.26,1539.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
HP,Elitebook 840,Notebook,"14.0""",Full HD 1920x1080,4GB,256GB SSD,Windows,10,1.48,1590.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
HP,Probook 430,Notebook,"13.3""",1366x768,4GB,500GB HDD,Windows,10,1.49,800.0,Intel,2.4,Core i3 7100U ,Intel,HD Graphics 620,Not Touchscreen
HP,ProBook 450,Notebook,"15.6""",1366x768,4GB,256GB SSD,Windows,10,2.04,769.99,Intel,2.4,Core i3 7100U ,Intel,HD Graphics 620,Not Touchscreen
Dell,Inspiron 5568,2 in 1 Convertible,"15.6""",IPS Panel Full HD / Touchscreen 1920x1080,4GB,1TB HDD,Windows,10,2.08,795.99,Intel,2.3,Core i3 6100U ,Intel,HD Graphics 520,Touchscreen
HP,Elitebook 820,Ultrabook,"12.5""",1366x768,4GB,256GB SSD,Windows,10,1.26,1559.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
HP,ProBook 650,Notebook,"14.0""",1366x768,4GB,500GB HDD,Windows,10,2.31,1189.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
HP,ProBook 640,Notebook,"14.0""",1366x768,4GB,500GB HDD,Windows,10,1.95,1060.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
Toshiba,Tecra A40-C-1KF,Notebook,"14.0""",1366x768,4GB,500GB HDD,Windows,10,1.75,915.0,Intel,2.3,Core i5 6200U ,Intel,HD Graphics 520,Not Touchscreen
Toshiba,Tecra Z40-C-12X,Notebook,"14.0""",IPS Panel Full HD 1920x1080,4GB,128GB SSD,Windows,10,1.47,1105.0,Intel,2.3,Core i5 6200U ,Intel,HD Graphics 520,Not Touchscreen
Dell,Vostro 3568,Notebook,"15.6""",1366x768,4GB,1TB HDD,Windows,10,2.18,558.6,Intel,2.0,Core i3 6006U ,Intel,HD Graphics 520,Not Touchscreen
Asus,X751SV-TY001T (N3710/4GB/1TB/GeForce,Notebook,"17.3""",1600x900,4GB,1TB HDD,Windows,10,2.8,530.0,Intel,1.6,Pentium Quad Core N3710 ,Nvidia,GeForce 920MX,Not Touchscreen
Acer,TravelMate P259-G2,Notebook,"15.6""",1366x768,4GB,500GB HDD,Windows,10,2.23,619.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
Dell,Insprion 5767,Notebook,"17.3""",1600x900,4GB,1TB HDD,Windows,10,2.36,659.0,Intel,2.0,Core i3 6006U ,AMD,Radeon R7 M445,Not Touchscreen
HP,ProBook x360,2 in 1 Convertible,"11.6""",Touchscreen 1366x768,4GB,256GB SSD,Windows,10,1.45,775.0,Intel,1.1,Pentium Quad Core N4200 ,Intel,HD Graphics 505,Touchscreen
Dell,Latitude 5580,Notebook,"15.6""",1366x768,4GB,500GB HDD,Windows,10,1.9,825.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
HP,ProBook 450,Notebook,"15.6""",Full HD 1920x1080,4GB,500GB HDD,Windows,10,2.04,685.0,Intel,2.4,Core i3 7100U ,Intel,HD Graphics 620,Not Touchscreen
Lenovo,ThinkPad T460,Notebook,"14.0""",1366x768,4GB,508GB Hybrid,Windows,7,1.7,1002.0,Intel,2.3,Core i5 6200U ,Intel,HD Graphics 520,Not Touchscreen
Toshiba,Portege Z30-C-1CV,Notebook,"13.3""",Full HD 1920x1080,4GB,128GB SSD,Windows,7,1.2,1195.0,Intel,2.3,Core i5 6200U ,Intel,HD Graphics 520,Not Touchscreen
Fujitsu,LifeBook A556,Notebook,"15.6""",1366x768,4GB,256GB SSD,Windows,10,2.3,649.0,Intel,2.3,Core i5 6200U ,Intel,HD Graphics 520,Not Touchscreen
Dell,Inspiron 3567,Notebook,"15.6""",1366x768,4GB,500GB HDD,Windows,10,2.25,599.0,Intel,2.5,Core i5 7200U ,AMD,Radeon R5 M430,Not Touchscreen
Asus,X553SA-XX031T (N3050/4GB/500GB/W10),Notebook,"15.6""",1366x768,4GB,500GB HDD,Windows,10,2.2,369.0,Intel,1.6,Celeron Dual Core N3050 ,Intel,HD Graphics,Not Touchscreen
Asus,E402WA-GA007T (E2-6110/4GB/64GB/W10,Notebook,"14.0""",1366x768,4GB,64GB SSD,Windows,10 S,1.65,277.99,AMD,1.5,E-Series 6110 ,AMD,Radeon R2,Not Touchscreen
Acer,Aspire A517-51G,Notebook,"17.3""",IPS Panel Full HD 1920x1080,4GB,256GB SSD,Windows,10,3.0,805.0,Intel,1.6,Core i5 8250U ,Nvidia,GeForce MX150,Not Touchscreen
Vero,K147 (N3350/4GB/32GB/FHD/W10),Notebook,"14.0""",IPS Panel Full HD 1920x1080,4GB,32GB Flash Storage,Windows,10,1.3,260.0,Intel,1.1,Celeron Dual Core N3350 ,Intel,HD Graphics 500,Not Touchscreen
Acer,Aspire A515-51G-32MX,Notebook,"15.6""",Full HD 1920x1080,4GB,1TB HDD,Windows,10,2.2,530.0,Intel,2.7,Core i3 7130U ,Nvidia,GeForce MX130,Not Touchscreen
HP,255 G6,Notebook,"15.6""",1366x768,4GB,256GB SSD,Windows,10,1.86,369.0,AMD,2.5,A6-Series 9220 ,AMD,Radeon R4 Graphics,Not Touchscreen
Dell,Inspiron 3567,Notebook,"15.6""",Full HD 1920x1080,4GB,256GB SSD,Windows,10,2.3,639.0,Intel,2.5,Core i5 7200U ,AMD,Radeon R5 M430,Not Touchscreen
Asus,X751NV-TY001T (N4200/4GB/1TB/GeForce,Notebook,"17.3""",1366x768,4GB,1TB HDD,Windows,10,2.8,466.0,Intel,1.1,Pentium Quad Core N4200 ,Nvidia,GeForce 920MX,Not Touchscreen
HP,ProBook 430,Notebook,"13.3""",IPS Panel Full HD 1920x1080,4GB,500GB HDD,Windows,10,1.49,675.0,Intel,1.6,Core i5 8250U ,Intel,UHD Graphics 620,Not Touchscreen
Toshiba,Satellite Pro,Notebook,"15.6""",1366x768,4GB,500GB HDD,Windows,10,2.1,602.0,Intel,2.3,Core i5 6200U ,Intel,HD Graphics 520,Not Touchscreen
HP,EliteBook 840,Ultrabook,"14.0""",Full HD 1920x1080,4GB,256GB SSD,Windows,10,1.48,1082.0,Intel,2.7,Core i5 7500U ,Intel,HD Graphics 620,Not Touchscreen
HP,15-rb013nv (E2-9000e/4GB/500GB/W10),Notebook,"15.6""",1366x768,4GB,500GB HDD,Windows,10,2.1,330.0,AMD,1.5,E-Series 9000e ,AMD,Radeon R2,Not Touchscreen
Asus,Pro P2540UA-XO0198T,Notebook,"15.6""",1366x768,4GB,1TB HDD,Windows,10,2.37,398.99,Intel,2.4,Core i3 7100U ,Intel,HD Graphics 620,Not Touchscreen
Acer,Aspire A315-31,Notebook,"15.6""",1366x768,4GB,1TB HDD,Windows,10,2.1,348.0,Intel,1.1,Celeron Dual Core N3350 ,Intel,HD Graphics 500,Not Touchscreen
Chuwi,"LapBook 15.6""",Notebook,"15.6""",Full HD 1920x1080,4GB,64GB Flash Storage,Windows,10,1.89,244.99,Intel,1.44,Atom x5-Z8300 ,Intel,HD Graphics,Not Touchscreen
Toshiba,Satellite Pro,Notebook,"15.6""",1366x768,4GB,500GB HDD,Windows,10,2.1,447.0,Intel,2.2,Core i3 6006U ,Intel,HD Graphics 520,Not Touchscreen
Lenovo,V110-15IKB (i5-7200U/4GB/128GB/W10),Notebook,"15.6""",1366x768,4GB,128GB SSD,Windows,10,1.9,498.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
Lenovo,IdeaPad 320-15AST,Notebook,"15.6""",Full HD 1920x1080,4GB,128GB SSD,Windows,10,2.2,399.0,AMD,2.5,A6-Series 9220 ,AMD,R4 Graphics,Not Touchscreen
Lenovo,V110-15ISK (i5-6200U/4GB/128GB/W10),Notebook,"15.6""",1366x768,4GB,128GB SSD,Windows,10,2.1,493.0,Intel,2.3,Core i5 6200U ,Intel,HD Graphics 520,Not Touchscreen
Lenovo,Yoga 520-14IKB,2 in 1 Convertible,"14.0""",IPS Panel Full HD / Touchscreen 1920x1080,4GB,256GB SSD,Windows,10,1.74,629.0,Intel,2.4,Core i3 7100U ,Intel,HD Graphics 620,Touchscreen
HP,Probook 440,Notebook,"14.0""",IPS Panel 1366x768,4GB,500GB HDD,Windows,10,1.63,722.0,Intel,1.6,Core i5 8250U ,Intel,UHD Graphics 620,Not Touchscreen
Acer,Aspire A515-51G,Notebook,"15.6""",IPS Panel Full HD 1920x1080,4GB,256GB SSD,Windows,10,2.2,682.0,Intel,1.6,Core i5 8250U ,Intel,UHD Graphics 620,Not Touchscreen
Lenovo,IdeaPad 120S-14IAP,Notebook,"14.0""",1366x768,4GB,64GB Flash Storage,Windows,10,1.44,249.0,Intel,1.1,Celeron Dual Core N3350 ,Intel,HD Graphics 500,Not Touchscreen
Asus,X541NA (N3350/4GB/1TB/FHD/W10),Notebook,"15.6""",Full HD 1920x1080,4GB,1TB HDD,Windows,10,2.0,344.0,Intel,1.1,Celeron Dual Core N3350 ,Intel,HD Graphics 500,Not Touchscreen
HP,17-ak001nv (A6-9220/4GB/500GB/Radeon,Notebook,"17.3""",Full HD 1920x1080,4GB,500GB HDD,Windows,10,2.71,439.0,AMD,2.5,A6-Series 9220 ,AMD,Radeon 530,Not Touchscreen
HP,250 G6,Notebook,"15.6""",1366x768,4GB,1TB HDD,Windows,10,1.86,488.69,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
Asus,VivoBook S14,Notebook,"14.0""",1366x768,4GB,128GB SSD,Windows,10,1.3,509.0,Intel,2.4,Core i3 7100U ,Intel,HD Graphics 620,Not Touchscreen
HP,15-bw000nv (E2-9000e/4GB/500GB/Radeon,Notebook,"15.6""",Full HD 1920x1080,4GB,500GB HDD,Windows,10,2.1,349.0,AMD,1.5,E-Series E2-9000e ,AMD,Radeon R2,Not Touchscreen
HP,Stream 14-AX040wm,Notebook,"14.0""",1366x768,4GB,32GB SSD,Windows,10,1.44,229.0,Intel,1.6,Celeron Dual Core N3060 ,Intel,HD Graphics 400,Not Touchscreen
Acer,Aspire A515-51G-37JS,Notebook,"15.6""",Full HD 1920x1080,4GB,256GB SSD,Windows,10,2.2,572.0,Intel,2.7,Core i3 7130U ,Nvidia,GeForce MX130,Not Touchscreen
Toshiba,Satellite Pro,Notebook,"15.6""",1366x768,4GB,500GB HDD,Windows,10,2.0,489.0,Intel,2.4,Core i3 7100U ,Intel,HD Graphics 620,Not Touchscreen
Microsoft,Surface Laptop,Ultrabook,"13.5""",Touchscreen 2256x1504,4GB,128GB SSD,Windows,10 S,1.252,1089.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Touchscreen
Dell,Vostro 3568,Notebook,"15.6""",Full HD 1920x1080,4GB,1TB HDD,Windows,10,2.18,657.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
HP,ProBook 450,Notebook,"15.6""",IPS Panel Full HD 1920x1080,4GB,500GB HDD,Windows,10,2.1,722.0,Intel,1.6,Core i5 8250U ,Intel,HD Graphics 620,Not Touchscreen
Asus,X555QG-DM242T (A10-9620P/4GB/1TB,Notebook,"15.6""",Full HD 1920x1080,4GB,128GB SSD +  1TB HDD,Windows,10,2.2,575.0,AMD,2.5,A10-Series A10-9620P ,AMD,Radeon R5 M430,Not Touchscreen
Lenovo,V310-15ISK (i5-7200U/4GB/1TB/FHD/W10),Notebook,"15.6""",Full HD 1920x1080,4GB,1TB HDD,Windows,10,1.9,549.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
Acer,Aspire 5,Notebook,"17.3""",IPS Panel Full HD 1920x1080,4GB,256GB SSD,Windows,10,3.0,702.0,Intel,2.7,Core i3 7130U ,Nvidia,GeForce MX130,Not Touchscreen
HP,255 G6,Notebook,"15.6""",Full HD 1920x1080,4GB,256GB SSD,Windows,10,1.86,398.49,AMD,2.5,A6-Series 9220 ,AMD,Radeon R4 Graphics,Not Touchscreen
Acer,Aspire 3,Notebook,"15.6""",1366x768,4GB,1TB HDD,Windows,10,2.1,363.51,Intel,1.1,Pentium Quad Core N4200 ,Intel,HD Graphics 505,Not Touchscreen
Acer,Aspire 3,Notebook,"15.6""",1366x768,4GB,1TB HDD,Windows,10,2.4,384.0,Intel,2.4,Core i3 7100U ,Intel,HD Graphics 620,Not Touchscreen
Acer,Aspire 5,Notebook,"17.3""",IPS Panel Full HD 1920x1080,4GB,1TB HDD,Windows,10,3.0,655.0,Intel,2.7,Core i3 7130U ,Nvidia,GeForce MX130,Not Touchscreen
HP,Envy 13-AD007nv,Notebook,"13.3""",IPS Panel Full HD 1920x1080,4GB,256GB SSD,Windows,10,1.32,699.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
HP,ProBook 430,Notebook,"13.3""",IPS Panel Full HD 1920x1080,4GB,500GB HDD,Windows,10,1.49,754.0,Intel,1.6,Core i5 8250U ,Intel,UHD Graphics 620,Not Touchscreen
Asus,VivoBook Max,Notebook,"15.6""",1366x768,4GB,256GB SSD,Windows,10,2.0,586.19,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
Acer,Spin 3,Notebook,"15.6""",IPS Panel Full HD / Touchscreen 1920x1080,6GB,1TB HDD,Windows,10,2.1,479.0,Intel,2.4,Core i3 7100U ,Intel,HD Graphics 620,Touchscreen
Dell,Inspiron 3567,Notebook,"15.6""",Touchscreen 1366x768,6GB,1TB HDD,Windows,10,2.3,439.0,Intel,2.4,Core i3 7100U ,Intel,HD Graphics 620,Touchscreen
Chuwi,LapBook 12.3,Notebook,"12.3""",IPS Panel Retina Display 2736x1824,6GB,64GB Flash Storage,Windows,10,1.4,449.0,Intel,1.1,Celeron Quad Core N3450 ,Intel,HD Graphics 500,Not Touchscreen
Lenovo,IdeaPad 320-17IKB,Notebook,"17.3""",1600x900,6GB,128GB SSD +  1TB HDD,Windows,10,2.8,859.0,Intel,2.7,Core i7 7500U ,Nvidia,GeForce 940MX,Not Touchscreen
HP,Pavilion 14-BK001nv,Notebook,"14.0""",IPS Panel Full HD 1920x1080,6GB,256GB SSD,Windows,10,1.58,659.0,Intel,2.5,Core i5 7200U ,Nvidia,GeForce 940MX,Not Touchscreen
Lenovo,IdeaPad 510-15IKB,Notebook,"15.6""",Full HD 1920x1080,6GB,256GB SSD,Windows,10,2.2,789.0,Intel,2.7,Core i7 7500U ,Nvidia,GeForce 940MX,Not Touchscreen
Asus,Q304UA-BHI5T11 (i5-7200U/6GB/1TB/FHD/W10),2 in 1 Convertible,"13.3""",Full HD / Touchscreen 1920x1080,6GB,1TB HDD,Windows,10,1.5,639.01,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Touchscreen
HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon,Notebook,"15.6""",1366x768,6GB,1TB HDD,Windows,10,2.19,764.0,Intel,2.5,Core i7 6500U ,AMD,Radeon R5 M330,Not Touchscreen
Lenovo,IdeaPad 310-15IKB,Notebook,"15.6""",Full HD 1920x1080,6GB,1TB HDD,Windows,10,2.4,564.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
Lenovo,IdeaPad 310-15IKB,Notebook,"15.6""",Full HD 1920x1080,6GB,256GB SSD,Windows,10,2.4,695.0,Intel,2.5,Core i5 7200U ,Nvidia,GeForce 920MX,Not Touchscreen
HP,15-bw009nv (A12-9720P/6GB/1TB/Radeon,Notebook,"15.6""",Full HD 1920x1080,6GB,1TB HDD,Windows,10,2.1,529.0,AMD,2.7,A12-Series 9720P ,AMD,Radeon 530,Not Touchscreen
HP,17-ak002nv (A10-9620P/6GB/2TB/Radeon,Notebook,"17.3""",IPS Panel Full HD 1920x1080,6GB,2TB HDD,Windows,10,2.71,655.01,AMD,2.5,A10-Series 9620P ,AMD,Radeon 530,Not Touchscreen
Asus,X541UV-DM1439T (i3-7100U/6GB/256GB/GeForce,Notebook,"15.6""",Full HD 1920x1080,6GB,256GB SSD,Windows,10,2.0,577.0,Intel,2.4,Core i3 7100U ,Nvidia,GeForce 920M,Not Touchscreen
